"rules","support","confidence","coverage","lift","count"
"{Forecast} => {Cat.Data}",0.0438356164383562,0.313725490196078,0.13972602739726,1.50670794633643,16
"{Forecast} => {Intro}",0.0520547945205479,0.372549019607843,0.13972602739726,0.944308278867102,19
"{DOE} => {SW}",0.0575342465753425,0.333333333333333,0.172602739726027,1.50205761316872,21
"{DataMining} => {Intro}",0.0547945205479452,0.307692307692308,0.178082191780822,0.77991452991453,20
"{Survey} => {Cat.Data}",0.063013698630137,0.338235294117647,0.186301369863014,1.62441950464396,23
"{Cat.Data} => {Survey}",0.063013698630137,0.302631578947368,0.208219178082192,1.62441950464396,23
"{Survey} => {Intro}",0.0602739726027397,0.323529411764706,0.186301369863014,0.820057189542484,22
"{Regression} => {Intro}",0.0712328767123288,0.342105263157895,0.208219178082192,0.867141812865497,26
"{Cat.Data} => {SW}",0.063013698630137,0.302631578947368,0.208219178082192,1.3637102014295,23
"{Cat.Data} => {Intro}",0.0712328767123288,0.342105263157895,0.208219178082192,0.867141812865497,26
"{SW} => {Intro}",0.0958904109589041,0.432098765432099,0.221917808219178,1.09525034293553,35
"{Survey,Forecast} => {Cat.Data}",0.0219178082191781,0.571428571428571,0.0383561643835616,2.74436090225564,8
"{Cat.Data,Forecast} => {Survey}",0.0219178082191781,0.5,0.0438356164383562,2.68382352941176,8
"{Survey,Cat.Data} => {Forecast}",0.0219178082191781,0.347826086956522,0.063013698630137,2.48934356351236,8
"{Survey,Forecast} => {Intro}",0.0219178082191781,0.571428571428571,0.0383561643835616,1.4484126984127,8
"{Intro,Forecast} => {Survey}",0.0219178082191781,0.421052631578947,0.0520547945205479,2.26006191950464,8
"{Intro,Survey} => {Forecast}",0.0219178082191781,0.363636363636364,0.0602739726027397,2.60249554367201,8
"{Cat.Data,Forecast} => {Intro}",0.0219178082191781,0.5,0.0438356164383562,1.26736111111111,8
"{Intro,Forecast} => {Cat.Data}",0.0219178082191781,0.421052631578947,0.0520547945205479,2.02216066481994,8
"{Intro,Cat.Data} => {Forecast}",0.0219178082191781,0.307692307692308,0.0712328767123288,2.20211161387632,8
"{Regression,DOE} => {Intro}",0.0246575342465753,0.818181818181818,0.0301369863013699,2.07386363636364,9
"{Intro,DOE} => {Regression}",0.0246575342465753,0.529411764705882,0.0465753424657534,2.54256965944272,9
"{Intro,Regression} => {DOE}",0.0246575342465753,0.346153846153846,0.0712328767123288,2.00549450549451,9
"{Cat.Data,DOE} => {SW}",0.0246575342465753,0.529411764705882,0.0465753424657534,2.38562091503268,9
"{DOE,SW} => {Cat.Data}",0.0246575342465753,0.428571428571429,0.0575342465753425,2.05827067669173,9
"{Cat.Data,SW} => {DOE}",0.0246575342465753,0.391304347826087,0.063013698630137,2.26708074534162,9
"{Cat.Data,DOE} => {Intro}",0.0219178082191781,0.470588235294118,0.0465753424657534,1.19281045751634,8
"{Intro,DOE} => {Cat.Data}",0.0219178082191781,0.470588235294118,0.0465753424657534,2.26006191950464,8
"{Intro,Cat.Data} => {DOE}",0.0219178082191781,0.307692307692308,0.0712328767123288,1.78266178266178,8
"{DOE,SW} => {Intro}",0.0301369863013699,0.523809523809524,0.0575342465753425,1.32771164021164,11
"{Intro,DOE} => {SW}",0.0301369863013699,0.647058823529412,0.0465753424657534,2.91575889615105,11
"{Intro,SW} => {DOE}",0.0301369863013699,0.314285714285714,0.0958904109589041,1.82086167800454,11
"{DataMining,Regression} => {Cat.Data}",0.0273972602739726,0.625,0.0438356164383562,3.00164473684211,10
"{DataMining,Cat.Data} => {Regression}",0.0273972602739726,0.555555555555556,0.0493150684931507,2.66812865497076,10
"{Cat.Data,Regression} => {DataMining}",0.0273972602739726,0.5,0.0547945205479452,2.80769230769231,10
"{DataMining,Regression} => {Intro}",0.0273972602739726,0.625,0.0438356164383562,1.58420138888889,10
"{Intro,DataMining} => {Regression}",0.0273972602739726,0.5,0.0547945205479452,2.40131578947368,10
"{Intro,Regression} => {DataMining}",0.0273972602739726,0.384615384615385,0.0712328767123288,2.15976331360947,10
"{DataMining,Cat.Data} => {Intro}",0.0219178082191781,0.444444444444444,0.0493150684931507,1.12654320987654,8
